month,day,hour,dow,kWh,solar_kWh
7,3,5,6,27,0
7,3,6,6,26,5.1365499
7,3,7,6,27,30.34236
7,3,8,6,27,65.362137
7,3,9,6,27,95.456696
7,3,10,6,28,117.63194
7,3,11,6,28,134.91457
7,3,12,6,27,144.00949
7,3,13,6,29,145.0343
7,3,14,6,28,136.83582
7,3,15,6,28,121.48452
7,3,16,6,27,97.143303
7,3,17,6,28,65.774414
7,3,18,6,28,30.056309
7,3,19,6,28,7.1511707
7,3,20,6,27,0
7,3,21,6,27,0
7,3,22,6,27,0
7,3,23,6,27,0
7,4,0,7,29,0
7,4,1,7,25,0
7,4,2,7,25,0
7,4,3,7,25,0
7,4,4,7,26,0
7,4,5,7,26,0
7,4,6,7,26,5.1046791
7,4,7,7,28,30.35862
7,4,8,7,27,65.864517
7,4,9,7,27,96.156151
7,4,10,7,28,120.00211
7,4,11,7,27,136.56451
7,4,12,7,27,144.66745
7,4,13,7,29,144.84375
7,4,14,7,27,136.44664
7,4,15,7,27,120.57094
7,4,16,7,28,96.495697
7,4,17,7,26,65.91851
7,4,18,7,28,30.603548
7,4,19,7,27,6.125762
7,4,20,7,27,0
7,4,21,7,27,0
7,4,22,7,27,0
7,4,23,7,26,0
7,5,0,1,27,0
7,5,1,1,27,0
7,5,2,1,25,0
7,5,3,1,26,0
7,5,4,1,25,0
7,5,5,1,26,0
7,5,6,1,39,4.9702797
7,5,7,1,73,30.15901
7,5,8,1,97,65.77169
7,5,9,1,123,96.167313
7,5,10,1,124,119.58264
7,5,11,1,158,135.94466
7,5,12,1,186,143.50507
7,5,13,1,189,142.15605
7,5,14,1,192,133.3373
7,5,15,1,199,117.31779
7,5,16,1,117,94.663422
7,5,17,1,76,65.303383
7,5,18,1,65,30.971951
7,5,19,1,48,6.6350822
7,5,20,1,43,0
7,5,21,1,39,0
7,5,22,1,44,0
7,5,23,1,40,0
7,6,0,2,37,0
7,6,1,2,36,0
7,6,2,2,29,0
7,6,3,2,29,0
7,6,4,2,29,0
7,6,5,2,30,0
7,6,6,2,47,5.7730942
7,6,7,2,78,29.270264
7,6,8,2,115,47.448441
7,6,9,2,128,67.585182
7,6,10,2,125,76.074348
7,6,11,2,137,134.73605
7,6,12,2,175,144.76244
7,6,13,2,178,146.14136
7,6,14,2,180,89.544151
7,6,15,2,167,105.8755
7,6,16,2,90,96.300552
7,6,17,2,59,48.469273
7,6,18,2,48,31.399319
7,6,19,2,38,5.9739504
7,6,20,2,38,0
7,6,21,2,39,0
7,6,22,2,40,0
7,6,23,2,39,0
7,7,0,3,32,0
7,7,1,3,30,0
7,7,2,3,25,0
7,7,3,3,26,0
7,7,4,3,25,0
7,7,5,3,26,0
7,7,6,3,44,1.191956
7,7,7,3,69,1.07775
7,7,8,3,95,28.899027
7,7,9,3,107,52.104954
7,7,10,3,135,49.032627
7,7,11,3,129,67.751694
7,7,12,3,143,34.283871
7,7,13,3,151,40.842449
7,7,14,3,153,86.964584
7,7,15,3,129,70.648712
7,7,16,3,90,62.691719
7,7,17,3,62,37.53212
7,7,18,3,49,18.444101
7,7,19,3,39,2.9834852
7,7,20,3,36,0
7,7,21,3,34,0
7,7,22,3,38,0
7,7,23,3,37,0
7,8,0,4,31,0
7,8,1,4,28,0
7,8,2,4,24,0
7,8,3,4,24,0
7,8,4,4,25,0
7,8,5,4,26,0
7,8,6,4,46,.236286
7,8,7,4,70,.52480799
7,8,8,4,87,4.6167359
7,8,9,4,99,13.87088
7,8,10,4,95,37.0532
7,8,11,4,128,44.990963
7,8,12,4,147,21.839376
7,8,13,4,158,15.360648
7,8,14,4,168,15.819819
7,8,15,4,147,15.296022
7,8,16,4,93,10.439751
7,8,17,4,60,9.418025
7,8,18,4,47,31.554413
7,8,19,4,36,4.005826
7,8,20,4,45,0
7,8,21,4,45,0
7,8,22,4,40,0
7,8,23,4,35,0
7,9,0,5,30,0
7,9,1,5,28,0
7,9,2,5,24,0
7,9,3,5,24,0
7,9,4,5,23,0
7,9,5,5,24,0
7,9,6,5,42,4.3480792
7,9,7,5,62,.52796
7,9,8,5,90,1.4796131
7,9,9,5,111,.89867198
7,9,10,5,109,3.8052399
7,9,11,5,137,26.196547
7,9,12,5,149,5.8974104
7,9,13,5,156,3.912086
7,9,14,5,169,11.963983
7,9,15,5,157,6.3461781
7,9,16,5,83,11.049803
7,9,17,5,43,66.031219
7,9,18,5,41,31.423721
7,9,19,5,34,7.6853089
7,9,20,5,29,0
7,9,21,5,29,0
7,9,22,5,34,0
7,9,23,5,33,0
7,10,0,6,28,0
7,10,1,6,26,0
7,10,2,6,24,0
7,10,3,6,24,0
7,10,4,6,20,0
7,10,5,6,21,0
7,10,6,6,23,5.8975763
7,10,7,6,23,28.139057
7,10,8,6,23,14.577372
7,10,9,6,25,2.708076
7,10,10,6,26,14.079315
7,10,11,6,26,9.1842031
7,10,12,6,26,36.354557
7,10,13,6,28,65.087601
7,10,14,6,27,78.893593
7,10,15,6,27,121.8203
7,10,16,6,27,97.356361
7,10,17,6,27,66.665825
7,10,18,6,26,31.432306
7,10,19,6,27,7.0239139
7,10,20,6,24,0
7,10,21,6,25,0
7,10,22,6,24,0
7,10,23,6,23,0
7,11,0,7,23,0
7,11,1,7,24,0
7,11,2,7,21,0
7,11,3,7,22,0
7,11,4,7,21,0
7,11,5,7,21,0
7,11,6,7,25,4.7628589
7,11,7,7,24,29.115629
7,11,8,7,23,16.423803
7,11,9,7,25,95.414024
7,11,10,7,26,19.716827
7,11,11,7,26,12.735405
7,11,12,7,26,28.726244
7,11,13,7,28,22.078705
7,11,14,7,26,50.176056
7,11,15,7,27,73.609047
7,11,16,7,26,55.774605
7,11,17,7,27,49.220055
7,11,18,7,25,31.206078
7,11,19,7,27,7.4906812
7,11,20,7,24,0
7,11,21,7,24,0
7,11,22,7,22,0
7,11,23,7,24,0
7,12,0,1,23,0
7,12,1,1,23,0
7,12,2,1,22,0
7,12,3,1,22,0
7,12,4,1,20,0
7,12,5,1,22,0
7,12,6,1,35,5.218545
7,12,7,1,84,28.282234
7,12,8,1,104,62.631962
7,12,9,1,121,92.987106
7,12,10,1,129,118.09797
7,12,11,1,160,135.39053
7,12,12,1,175,144.32265
7,12,13,1,175,145.69778
7,12,14,1,166,138.46201
7,12,15,1,139,121.77821
7,12,16,1,78,97.682487
7,12,17,1,43,66.768013
7,12,18,1,38,30.946293
7,12,19,1,31,6.4015379
7,12,20,1,30,0
7,12,21,1,33,0
7,12,22,1,35,0
7,12,23,1,34,0
7,13,0,2,30,0
7,13,1,2,27,0
7,13,2,2,23,0
7,13,3,2,27,0
7,13,4,2,21,0
7,13,5,2,24,0
7,13,6,2,41,4.329299
7,13,7,2,61,29.072737
7,13,8,2,84,65.141846
7,13,9,2,99,96.59095
7,13,10,2,108,121.92979
7,13,11,2,125,138.30676
7,13,12,2,122,146.75125
7,13,13,2,129,147.79016
7,13,14,2,130,139.52374
7,13,15,2,132,123.52207
7,13,16,2,93,98.286003
7,13,17,2,66,66.889023
7,13,18,2,46,30.726976
7,13,19,2,40,6.5136461
7,13,20,2,33,0
7,13,21,2,37,0
7,13,22,2,40,0
7,13,23,2,40,0
7,14,0,3,35,0
7,14,1,3,31,0
7,14,2,3,28,0
7,14,3,3,29,0
7,14,4,3,24,0
7,14,5,3,27,0
7,14,6,3,43,5.119699
7,14,7,3,60,27.24848
7,14,8,3,87,59.61261
7,14,9,3,116,89.096924
7,14,10,3,120,112.1551
7,14,11,3,109,128.69971
7,14,12,3,125,137.70905
7,14,13,3,132,123.41023
7,14,14,3,131,131.98776
7,14,15,3,122,101.7442
7,14,16,3,81,79.975845
7,14,17,3,49,62.293835
7,14,18,3,38,21.099228
7,14,19,3,35,8.7220249
7,14,20,3,29,0
7,14,21,3,31,0
7,14,22,3,34,0
7,14,23,3,34,0
7,15,0,4,30,0
7,15,1,4,28,0
7,15,2,4,24,0
7,15,3,4,25,0
7,15,4,4,24,0
7,15,5,4,24,0
7,15,6,4,43,4.1360331
7,15,7,4,64,28.623884
7,15,8,4,92,64.584824
7,15,9,4,91,96.0439
7,15,10,4,91,58.977654
7,15,11,4,121,66.652382
7,15,12,4,126,144.85817
7,15,13,4,133,145.58446
7,15,14,4,140,137.07198
7,15,15,4,121,120.38895
7,15,16,4,76,96.661636
7,15,17,4,42,66.215622
7,15,18,4,38,30.931654
7,15,19,4,35,6.4946489
7,15,20,4,35,0
7,15,21,4,42,0
7,15,22,4,34,0
7,15,23,4,29,0
7,16,0,5,28,0
7,16,1,5,27,0
7,16,2,5,23,0
7,16,3,5,22,0
7,16,4,5,23,0
7,16,5,5,23,0
7,16,6,5,41,4.0740738
7,16,7,5,66,28.090824
7,16,8,5,96,63.549503
7,16,9,5,112,94.665596
7,16,10,5,109,118.6825
7,16,11,5,127,135.44565
7,16,12,5,139,144.28516
7,16,13,5,131,146.6512
7,16,14,5,149,138.56392
7,16,15,5,138,122.52692
7,16,16,5,86,98.620186
7,16,17,5,48,67.21656
7,16,18,5,43,30.173748
7,16,19,5,35,5.8537412
7,16,20,5,30,0
7,16,21,5,29,0
7,16,22,5,34,0
7,16,23,5,29,0
7,17,0,6,29,0
7,17,1,6,28,0
7,17,2,6,23,0
7,17,3,6,22,0
7,17,4,6,22,0
7,17,5,6,23,0
7,17,6,6,24,3.9242241
7,17,7,6,24,27.547745
7,17,8,6,25,62.76622
7,17,9,6,27,93.882576
7,17,10,6,28,68.149178
7,17,11,6,28,79.381699
7,17,12,6,28,46.22298
7,17,13,6,28,94.832901
7,17,14,6,28,142.65114
7,17,15,6,28,126.5051
7,17,16,6,27,68.499962
7,17,17,6,28,69.32827
7,17,18,6,28,31.535788
7,17,19,6,29,0
7,17,20,6,25,0
7,17,21,6,26,0
7,17,22,6,24,0
7,17,23,6,26,0
7,18,0,7,24,0
7,18,1,7,24,0
7,18,2,7,23,0
7,18,3,7,22,0
7,18,4,7,23,0
7,18,5,7,23,0
7,18,6,7,23,3.1773942
7,18,7,7,25,31.085293
7,18,8,7,26,70.761452
7,18,9,7,26,102.2793
7,18,10,7,28,126.87148
7,18,11,7,28,144.38376
7,18,12,7,28,154.28731
7,18,13,7,29,154.90906
7,18,14,7,28,146.79822
7,18,15,7,27,129.31464
7,18,16,7,28,104.04416
7,18,17,7,28,71.264084
7,18,18,7,27,31.230314
7,18,19,7,28,4.7602949
7,18,20,7,27,0
7,18,21,7,26,0
7,18,22,7,25,0
7,18,23,7,25,0
7,19,0,1,25,0
7,19,1,1,25,0
7,19,2,1,23,0
7,19,3,1,23,0
7,19,4,1,22,0
7,19,5,1,22,0
7,19,6,1,39,3.1932859
7,19,7,1,75,29.345158
7,19,8,1,112,68.112442
7,19,9,1,123,100.57625
7,19,10,1,126,125.06175
7,19,11,1,155,93.488564
7,19,12,1,157,150.85089
7,19,13,1,175,150.84158
7,19,14,1,164,142.41263
7,19,15,1,145,125.1543
7,19,16,1,99,100.59832
7,19,17,1,52,68.093582
7,19,18,1,47,30.284185
7,19,19,1,39,5.6493168
7,19,20,1,34,0
7,19,21,1,36,0
7,19,22,1,36,0
7,19,23,1,35,0
7,20,0,2,32,0
7,20,1,2,30,0
7,20,2,2,27,0
7,20,3,2,27,0
7,20,4,2,26,0
7,20,5,2,27,0
7,20,6,2,43,3.649411
7,20,7,2,71,27.727234
7,20,8,2,104,64.63253
7,20,9,2,116,96.874908
7,20,10,2,119,122.78707
7,20,11,2,145,139.87054
7,20,12,2,148,149.13583
7,20,13,2,159,149.59192
7,20,14,2,159,141.43086
7,20,15,2,127,124.68042
7,20,16,2,97,100.07539
7,20,17,2,54,67.969322
7,20,18,2,49,30.326662
7,20,19,2,42,5.6368451
7,20,20,2,35,0
7,20,21,2,39,0
7,20,22,2,38,0
7,20,23,2,36,0
7,21,0,3,36,0
7,21,1,3,33,0
7,21,2,3,28,0
7,21,3,3,29,0
7,21,4,3,29,0
7,21,5,3,30,0
7,21,6,3,47,3.494612
7,21,7,3,73,27.565563
7,21,8,3,107,64.651299
7,21,9,3,110,96.767159
7,21,10,3,119,121.67679
7,21,11,3,152,138.6638
7,21,12,3,154,146.95308
7,21,13,3,157,148.60657
7,21,14,3,159,140.38901
7,21,15,3,143,123.9399
7,21,16,3,95,98.342384
7,21,17,3,57,66.137718
7,21,18,3,42,30.649054
7,21,19,3,38,6.7829885
7,21,20,3,35,0
7,21,21,3,34,0
7,21,22,3,33,0
7,21,23,3,32,0
7,22,0,4,32,0
7,22,1,4,30,0
7,22,2,4,25,0
7,22,3,4,26,0
7,22,4,4,26,0
7,22,5,4,26,0
7,22,6,4,42,1.5720229
7,22,7,4,66,0
7,22,8,4,102,55.626579
7,22,9,4,117,86.893173
7,22,10,4,112,112.71107
7,22,11,4,148,129.4243
7,22,12,4,142,138.17593
7,22,13,4,150,137.48138
7,22,14,4,158,129.76366
7,22,15,4,151,112.04773
7,22,16,4,102,88.964523
7,22,17,4,58,60.180809
7,22,18,4,48,29.443535
7,22,19,4,40,1.3767159
7,22,20,4,39,0
7,22,21,4,42,0
7,22,22,4,40,0
7,22,23,4,36,0
7,23,0,5,35,0
7,23,1,5,31,0
7,23,2,5,28,0
7,23,3,5,28,0
7,23,4,5,28,0
7,23,5,5,28,0
7,23,6,5,43,3.7907209
7,23,7,5,65,24.446211
7,23,8,5,100,56.894985
7,23,9,5,115,89.31987
7,23,10,5,124,118.41228
7,23,11,5,133,138.70628
7,23,12,5,155,148.8822
7,23,13,5,162,150.27722
7,23,14,5,162,141.33888
7,23,15,5,147,123.49142
7,23,16,5,93,98.335655
7,23,17,5,50,66.004288
7,23,18,5,43,28.730927
7,23,19,5,34,4.5597968
7,23,20,5,32,0
7,23,21,5,34,0
7,23,22,5,33,0
7,23,23,5,29,0
7,24,0,6,28,0
7,24,1,6,26,0
7,24,2,6,23,0
7,24,3,6,23,0
7,24,4,6,22,0
7,24,5,6,23,0
7,24,6,6,24,2.6048641
7,24,7,6,25,27.283314
7,24,8,6,24,65.129028
7,24,9,6,25,96.657463
7,24,10,6,25,121.04127
7,24,11,6,26,138.52472
7,24,12,6,25,147.8873
7,24,13,6,26,147.52983
7,24,14,6,26,138.93839
7,24,15,6,26,122.59625
7,24,16,6,26,98.430672
7,24,17,6,25,66.462128
7,24,18,6,26,29.243944
7,24,19,6,27,4.7305961
7,24,20,6,24,0
7,24,21,6,24,0
7,24,22,6,25,0
7,24,23,6,24,0
7,25,0,7,25,0
7,25,1,7,25,0
7,25,2,7,23,0
7,25,3,7,22,0
7,25,4,7,22,0
7,25,5,7,23,0
7,25,6,7,23,2.9214342
7,25,7,7,24,26.607792
7,25,8,7,24,63.734688
7,25,9,7,24,96.433022
7,25,10,7,26,122.48275
7,25,11,7,26,140.45612
7,25,12,7,25,150.59285
7,25,13,7,26,151.57382
7,25,14,7,25,143.15295
7,25,15,7,26,125.73822
7,25,16,7,25,100.83814
7,25,17,7,26,68.07196
7,25,18,7,25,29.692429
7,25,19,7,25,5.3380151
7,25,20,7,25,0
7,25,21,7,24,0
7,25,22,7,24,0
7,25,23,7,24,0
7,26,0,1,24,0
7,26,1,1,25,0
7,26,2,1,22,0
7,26,3,1,22,0
7,26,4,1,22,0
7,26,5,1,22,0
7,26,6,1,32,2.8924599
7,26,7,1,66,25.998646
7,26,8,1,77,62.213287
7,26,9,1,86,94.555023
7,26,10,1,79,121.1453
7,26,11,1,93,138.80275
7,26,12,1,87,148.75464
7,26,13,1,74,149.01285
7,26,14,1,91,140.74771
7,26,15,1,75,123.82298
7,26,16,1,59,98.670135
7,26,17,1,39,66.278603
7,26,18,1,35,29.406458
7,26,19,1,36,5.7995229
7,26,20,1,33,0
7,26,21,1,35,0
7,26,22,1,32,0
7,26,23,1,30,0
7,27,0,2,30,0
7,27,1,2,27,0
7,27,2,2,22,0
7,27,3,2,23,0
7,27,4,2,22,0
7,27,5,2,24,0
7,27,6,2,35,4.2524047
7,27,7,2,57,21.033524
7,27,8,2,68,57.788639
7,27,9,2,91,89.509933
7,27,10,2,92,114.76094
7,27,11,2,87,132.39261
7,27,12,2,82,105.70618
7,27,13,2,91,108.70668
7,27,14,2,98,132.37961
7,27,15,2,68,83.293564
7,27,16,2,55,75.893867
7,27,17,2,35,46.798855
7,27,18,2,35,25.378267
7,27,19,2,30,6.3794608
7,27,20,2,29,0
7,27,21,2,34,0
7,27,22,2,31,0
7,27,23,2,28,0
7,28,0,3,28,0
7,28,1,3,26,0
7,28,2,3,23,0
7,28,3,3,21,0
7,28,4,3,22,0
7,28,5,3,22,0
7,28,6,3,32,3.019361
7,28,7,3,68,24.807066
7,28,8,3,74,60.224743
7,28,9,3,99,91.727982
7,28,10,3,122,116.52392
7,28,11,3,89,135.07007
7,28,12,3,86,145.5275
7,28,13,3,92,146.74562
7,28,14,3,91,139.27217
7,28,15,3,69,123.19314
7,28,16,3,55,98.479042
7,28,17,3,36,66.377121
7,28,18,3,37,28.58058
7,28,19,3,31,4.824852
7,28,20,3,30,0
7,28,21,3,33,0
7,28,22,3,31,0
7,28,23,3,27,0
7,29,0,4,27,0
7,29,1,4,26,0
7,29,2,4,21,0
7,29,3,4,21,0
7,29,4,4,21,0
7,29,5,4,23,0
7,29,6,4,35,2.2353768
7,29,7,4,60,25.463785
7,29,8,4,83,62.357697
7,29,9,4,80,94.686882
7,29,10,4,86,120.87416
7,29,11,4,78,137.81755
7,29,12,4,87,146.71097
7,29,13,4,84,147.14232
7,29,14,4,101,139.28996
7,29,15,4,63,121.75379
7,29,16,4,58,96.838104
7,29,17,4,35,64.593689
7,29,18,4,35,27.861645
7,29,19,4,34,4.8520169
7,29,20,4,37,0
7,29,21,4,43,0
7,29,22,4,35,0
7,29,23,4,30,0
7,30,0,5,29,0
7,30,1,5,27,0
7,30,2,5,24,0
7,30,3,5,24,0
7,30,4,5,23,0
7,30,5,5,25,0
7,30,6,5,39,2.6228039
7,30,7,5,58,24.055712
7,30,8,5,74,59.327621
7,30,9,5,78,91.889664
7,30,10,5,101,118.08175
7,30,11,5,84,136.26065
7,30,12,5,92,145.95647
7,30,13,5,84,146.62173
7,30,14,5,100,139.23201
7,30,15,5,80,122.49978
7,30,16,5,47,97.971428
7,30,17,5,32,65.754379
7,30,18,5,31,28.214483
7,30,19,5,29,4.5026813
7,30,20,5,27,0
7,30,21,5,33,0
7,30,22,5,30,0
7,30,23,5,26,0
7,31,0,6,25,0
7,31,1,6,24,0
7,31,2,6,22,0
7,31,3,6,20,0
7,31,4,6,20,0
7,31,5,6,20,0
7,31,6,6,22,2.1992519
7,31,7,6,22,24.433475
7,31,8,6,22,60.614334
7,31,9,6,22,93.077507
7,31,10,6,22,118.30679
7,31,11,6,24,137.09801
7,31,12,6,22,146.72153
7,31,13,6,23,146.84367
7,31,14,6,22,138.49387
7,31,15,6,23,121.43385
7,31,16,6,22,96.890076
7,31,17,6,23,64.438713
7,31,18,6,21,27.740751
7,31,19,6,23,4.6259198
7,31,20,6,21,0
7,31,21,6,22,0
7,31,22,6,22,0
7,31,23,6,21,0
8,1,0,7,21,0
8,1,1,7,22,0
8,1,2,7,21,0
8,1,3,7,19,0
8,1,4,7,20,0
8,1,5,7,19,0
8,1,6,7,21,2.6238229
8,1,7,7,22,23.287857
8,1,8,7,21,58.445717
8,1,9,7,20,36.002846
8,1,10,7,21,22.69705
8,1,11,7,21,55.772644
8,1,12,7,21,76.734253
8,1,13,7,23,144.19873
8,1,14,7,22,137.20595
8,1,15,7,21,120.69387
8,1,16,7,22,97.281136
8,1,17,7,21,54.535633
8,1,18,7,22,15.123617
8,1,19,7,22,0
8,1,20,7,21,0
8,1,21,7,20,0
8,1,22,7,21,0
8,1,23,7,21,0
8,2,0,1,21,0
8,2,1,1,20,0
8,2,2,1,21,0
8,2,3,1,19,0
8,2,4,1,19,0
8,2,5,1,19,0
8,2,6,1,20,1.742509
8,2,7,1,21,24.919281
8,2,8,1,28,62.329567
8,2,9,1,29,95.578644
8,2,10,1,31,120.69087
8,2,11,1,30,138.61154
8,2,12,1,30,147.75664
8,2,13,1,32,148.94107
8,2,14,1,31,139.93384
8,2,15,1,27,122.70039
8,2,16,1,24,97.602951
8,2,17,1,22,64.916603
8,2,18,1,22,26.817844
8,2,19,1,22,3.983093
8,2,20,1,21,0
8,2,21,1,23,0
8,2,22,1,24,0
8,2,23,1,24,0
8,3,0,2,24,0
8,3,1,2,22,0
8,3,2,2,18,0
8,3,3,2,17,0
8,3,4,2,18,0
8,3,5,2,18,0
8,3,6,2,20,1.58455
8,3,7,2,20,24.586332
8,3,8,2,26,62.123989
8,3,9,2,28,93.591774
8,3,10,2,28,115.97064
8,3,11,2,33,132.10776
8,3,12,2,33,140.11971
8,3,13,2,35,141.0052
8,3,14,2,31,133.10808
8,3,15,2,26,116.29858
8,3,16,2,23,91.980064
8,3,17,2,21,60.573639
8,3,18,2,22,24.314812
8,3,19,2,21,5.9209304
8,3,20,2,21,0
8,3,21,2,23,0
8,3,22,2,24,0
8,3,23,2,24,0
8,4,0,3,24,0
8,4,1,3,23,0
8,4,2,3,17,0
8,4,3,3,18,0
8,4,4,3,18,0
8,4,5,3,19,0
8,4,6,3,19,.42957503
8,4,7,3,21,16.695244
8,4,8,3,25,56.957211
8,4,9,3,26,89.197899
8,4,10,3,27,114.55122
8,4,11,3,25,93.2733
8,4,12,3,28,95.747162
8,4,13,3,27,142.98444
8,4,14,3,29,134.91908
8,4,15,3,26,118.26009
8,4,16,3,23,93.926224
8,4,17,3,21,62.056553
8,4,18,3,22,26.165281
8,4,19,3,21,4.1397166
8,4,20,3,21,0
8,4,21,3,24,0
8,4,22,3,25,0
8,4,23,3,24,0
8,5,0,4,24,0
8,5,1,4,22,0
8,5,2,4,18,0
8,5,3,4,19,0
8,5,4,4,18,0
8,5,5,4,19,0
8,5,6,4,20,1.5144399
8,5,7,4,21,23.020571
8,5,8,4,29,58.995193
8,5,9,4,32,91.563065
8,5,10,4,33,117.28306
8,5,11,4,34,135.24675
8,5,12,4,34,145.04547
8,5,13,4,35,145.9628
8,5,14,4,35,120.0572
8,5,15,4,35,121.56138
8,5,16,4,30,96.202187
8,5,17,4,22,46.094635
8,5,18,4,21,25.925505
8,5,19,4,21,5.863698
8,5,20,4,20,0
8,5,21,4,24,0
8,5,22,4,23,0
8,5,23,4,24,0
8,6,0,5,24,0
8,6,1,5,22,0
8,6,2,5,18,0
8,6,3,5,18,0
8,6,4,5,18,0
8,6,5,5,18,0
8,6,6,5,20,1.506164
8,6,7,5,20,23.365107
8,6,8,5,25,60.444618
8,6,9,5,25,93.291237
8,6,10,5,26,118.3028
8,6,11,5,27,135.27351
8,6,12,5,29,143.92346
8,6,13,5,32,144.21524
8,6,14,5,31,135.8512
8,6,15,5,28,119.35751
8,6,16,5,26,94.022514
8,6,17,5,21,61.581741
8,6,18,5,20,25.247154
8,6,19,5,21,4.1173873
8,6,20,5,19,0
8,6,21,5,23,0
8,6,22,5,24,0
8,6,23,5,25,0
8,7,0,6,24,0
8,7,1,6,22,0
8,7,2,6,19,0
8,7,3,6,21,0
8,7,4,6,23,0
8,7,5,6,19,0
8,7,6,6,20,1.465499
8,7,7,6,20,20.260784
8,7,8,6,19,51.666016
8,7,9,6,19,81.388618
8,7,10,6,20,105.09907
8,7,11,6,20,123.49145
8,7,12,6,20,133.48302
8,7,13,6,21,135.86488
8,7,14,6,21,126.73474
8,7,15,6,21,109.73509
8,7,16,6,20,85.285568
8,7,17,6,19,55.726231
8,7,18,6,20,24.919384
8,7,19,6,21,4.2707043
8,7,20,6,20,0
8,7,21,6,20,0
8,7,22,6,19,0
8,7,23,6,20,0
8,8,0,7,20,0
8,8,1,7,20,0
8,8,2,7,19,0
8,8,3,7,18,0
8,8,4,7,18,0
8,8,5,7,20,0
8,8,6,7,19,0
8,8,7,7,20,.229967
8,8,8,7,19,42.208794
8,8,9,7,20,48.249676
8,8,10,7,19,52.306274
8,8,11,7,19,84.752792
8,8,12,7,19,98.00724
8,8,13,7,21,73.4524
8,8,14,7,19,89.235497
8,8,15,7,20,47.046749
8,8,16,7,20,27.155226
8,8,17,7,20,3.8614352
8,8,18,7,20,4.9158616
8,8,19,7,21,1.205775
8,8,20,7,20,0
8,8,21,7,20,0
8,8,22,7,20,0
8,8,23,7,20,0
8,9,0,1,19,0
8,9,1,1,20,0
8,9,2,1,20,0
8,9,3,1,18,0
8,9,4,1,17,0
8,9,5,1,20,0
8,9,6,1,19,0
8,9,7,1,20,.80991995
8,9,8,1,28,5.973855
8,9,9,1,31,19.299204
8,9,10,1,31,30.215445
8,9,11,1,31,137.17154
8,9,12,1,32,145.92569
8,9,13,1,34,147.69542
8,9,14,1,35,138.49205
8,9,15,1,34,120.49561
8,9,16,1,26,94.92617
8,9,17,1,21,61.562691
8,9,18,1,20,24.080372
8,9,19,1,21,2.8946609
8,9,20,1,19,0
8,9,21,1,24,0
8,9,22,1,24,0
8,9,23,1,23,0
8,10,0,2,23,0
8,10,1,2,21,0
8,10,2,2,22,0
8,10,3,2,17,0
8,10,4,2,17,0
8,10,5,2,19,0
8,10,6,2,19,1.044856
8,10,7,2,20,22.446512
8,10,8,2,22,60.207253
8,10,9,2,22,92.813133
8,10,10,2,23,118.58395
8,10,11,2,24,135.41771
8,10,12,2,24,144.5488
8,10,13,2,28,146.03214
8,10,14,2,29,138.21609
8,10,15,2,27,120.77896
8,10,16,2,24,96.405907
8,10,17,2,20,62.945152
8,10,18,2,20,23.907324
8,10,19,2,21,2.2791879
8,10,20,2,20,0
8,10,21,2,24,0
8,10,22,2,23,0
8,10,23,2,24,0
8,11,0,3,23,0
8,11,1,3,22,0
8,11,2,3,19,0
8,11,3,3,22,0
8,11,4,3,18,0
8,11,5,3,19,0
8,11,6,3,20,.60223198
8,11,7,3,20,23.064341
8,11,8,3,23,62.253372
8,11,9,3,24,95.856438
8,11,10,3,25,121.37738
8,11,11,3,27,138.74854
8,11,12,3,28,147.47186
8,11,13,3,30,147.1853
8,11,14,3,29,138.09482
8,11,15,3,29,120.17325
8,11,16,3,26,94.758789
8,11,17,3,22,61.03717
8,11,18,3,19,23.397034
8,11,19,3,22,2.2432711
8,11,20,3,20,0
8,11,21,3,24,0
8,11,22,3,24,0
8,11,23,3,24,0
8,12,0,4,24,0
8,12,1,4,22,0
8,12,2,4,18,0
8,12,3,4,18,0
8,12,4,4,18,0
8,12,5,4,19,0
8,12,6,4,20,1.021765
8,12,7,4,20,20.050261
8,12,8,4,25,53.660175
8,12,9,4,25,27.326962
8,12,10,4,27,31.66452
8,12,11,4,25,61.390404
8,12,12,4,26,72.09848
8,12,13,4,28,103.71722
8,12,14,4,29,106.35445
8,12,15,4,28,79.052681
8,12,16,4,27,67.59697
8,12,17,4,21,57.632866
8,12,18,4,20,18.127701
8,12,19,4,20,2.8638539
8,12,20,4,20,0
8,12,21,4,24,0
8,12,22,4,24,0
8,12,23,4,23,0
8,13,0,5,24,0
8,13,1,5,21,0
8,13,2,5,18,0
8,13,3,5,17,0
8,13,4,5,18,0
8,13,5,5,18,0
8,13,6,5,19,0
8,13,7,5,20,9.6282225
8,13,8,5,27,8.9421864
8,13,9,5,28,89.235977
8,13,10,5,29,55.960819
8,13,11,5,31,134.20093
8,13,12,5,30,143.07712
8,13,13,5,33,80.55793
8,13,14,5,31,70.737312
8,13,15,5,28,115.31947
8,13,16,5,25,90.202026
8,13,17,5,21,22.304213
8,13,18,5,20,22.997444
8,13,19,5,21,2.0524352
8,13,20,5,21,0
8,13,21,5,24,0
8,13,22,5,23,0
8,13,23,5,24,0
8,14,0,6,23,0
8,14,1,6,22,0
8,14,2,6,17,0
8,14,3,6,18,0
8,14,4,6,18,0
8,14,5,6,18,0
8,14,6,6,20,.080789
8,14,7,6,20,21.617712
8,14,8,6,19,59.31691
8,14,9,6,19,92.964966
