month,day,hour,dow,kWh,solar_kWh
5,21,22,5,45,0
5,21,23,5,38,0
5,22,0,6,29,0
5,22,1,6,27,0
5,22,2,6,25,0
5,22,3,6,24,0
5,22,4,6,24,0
5,22,5,6,24,0
5,22,6,6,26,0
5,22,7,6,25,0
5,22,8,6,24,8.0728121
5,22,9,6,24,50.502514
5,22,10,6,25,103.69258
5,22,11,6,24,123.42754
5,22,12,6,25,118.48548
5,22,13,6,24,114.3634
5,22,14,6,25,90.193474
5,22,15,6,24,75.884865
5,22,16,6,24,40.724525
5,22,17,6,24,17.942398
5,22,18,6,25,3.55373
5,22,19,6,24,0
5,22,20,6,25,0
5,22,21,6,24,0
5,22,22,6,25,0
5,22,23,6,25,0
5,23,0,7,24,0
5,23,1,7,24,0
5,23,2,7,25,0
5,23,3,7,23,0
5,23,4,7,23,0
5,23,5,7,24,0
5,23,6,7,24,.267241
5,23,7,7,24,34.428665
5,23,8,7,24,71.683472
5,23,9,7,24,100.11413
5,23,10,7,25,124.05784
5,23,11,7,24,141.20291
5,23,12,7,25,149.80673
5,23,13,7,24,149.97316
5,23,14,7,24,140.80327
5,23,15,7,24,123.17866
5,23,16,7,23,97.2146
5,23,17,7,24,63.279636
5,23,18,7,23,25.475901
5,23,19,7,24,4.5373511
5,23,20,7,25,0
5,23,21,7,24,0
5,23,22,7,24,0
5,23,23,7,24,0
5,24,0,1,24,0
5,24,1,1,23,0
5,24,2,1,25,0
5,24,3,1,23,0
5,24,4,1,23,0
5,24,5,1,25,0
5,24,6,1,30,5.832521
5,24,7,1,30,34.007095
5,24,8,1,29,71.203209
5,24,9,1,31,102.20477
5,24,10,1,32,126.91042
5,24,11,1,38,142.86801
5,24,12,1,36,150.85803
5,24,13,1,32,149.73
5,24,14,1,24,140.0024
5,24,15,1,25,121.86134
5,24,16,1,25,95.532745
5,24,17,1,24,61.913239
5,24,18,1,24,25.746822
5,24,19,1,25,5.1208329
5,24,20,1,25,0
5,24,21,1,28,0
5,24,22,1,28,0
5,24,23,1,28,0
5,25,0,2,28,0
5,25,1,2,25,0
5,25,2,2,23,0
5,25,3,2,26,0
5,25,4,2,28,0
5,25,5,2,29,0
5,25,6,2,49,5.9407177
5,25,7,2,55,11.840988
5,25,8,2,105,71.295341
5,25,9,2,118,102.37699
5,25,10,2,110,127.20308
5,25,11,2,134,143.54379
5,25,12,2,145,151.65817
5,25,13,2,147,151.06664
5,25,14,2,141,141.31439
5,25,15,2,136,123.12482
5,25,16,2,91,97.298569
5,25,17,2,78,63.47414
5,25,18,2,66,26.021006
5,25,19,2,48,4.752203
5,25,20,2,49,0
5,25,21,2,63,0
5,25,22,2,48,0
5,25,23,2,39,0
5,26,0,3,31,0
5,26,1,3,27,0
5,26,2,3,30,0
5,26,3,3,24,0
5,26,4,3,24,0
5,26,5,3,28,0
5,26,6,3,43,6.0028157
5,26,7,3,49,20.322216
5,26,8,3,96,46.617264
5,26,9,3,101,74.098396
5,26,10,3,103,79.848412
5,26,11,3,115,144.15453
5,26,12,3,126,129.0874
5,26,13,3,148,123.26976
5,26,14,3,129,120.5108
5,26,15,3,131,100.41688
5,26,16,3,78,72.811089
5,26,17,3,68,32.731632
5,26,18,3,54,13.008016
5,26,19,3,50,7.6477623
5,26,20,3,47,0
5,26,21,3,68,0
5,26,22,3,56,0
5,26,23,3,37,0
5,27,0,4,30,0
5,27,1,4,26,0
5,27,2,4,24,0
5,27,3,4,23,0
5,27,4,4,29,0
5,27,5,4,28,0
5,27,6,4,41,6.4729571
5,27,7,4,48,33.043552
5,27,8,4,101,68.983543
5,27,9,4,110,99.144424
5,27,10,4,105,124.40461
5,27,11,4,115,140.3694
5,27,12,4,137,148.05724
5,27,13,4,148,147.19075
5,27,14,4,135,138.17416
5,27,15,4,136,120.25622
5,27,16,4,79,95.171295
5,27,17,4,71,62.527325
5,27,18,4,59,26.619862
5,27,19,4,55,5.7858329
5,27,20,4,47,0
5,27,21,4,58,0
5,27,22,4,48,0
5,27,23,4,40,0
5,28,0,5,32,0
5,28,1,5,26,0
5,28,2,5,28,0
5,28,3,5,22,0
5,28,4,5,24,0
5,28,5,5,29,0
5,28,6,5,47,1.372339
5,28,7,5,53,25.8106
5,28,8,5,103,55.754704
5,28,9,5,107,72.836388
5,28,10,5,96,121.37313
5,28,11,5,140,136.5125
5,28,12,5,120,144.07219
5,28,13,5,142,143.7982
5,28,14,5,128,116.02451
5,28,15,5,114,82.553841
5,28,16,5,61,93.835533
5,28,17,5,56,52.7682
5,28,18,5,52,26.801693
5,28,19,5,51,7.3366137
5,28,20,5,51,0
5,28,21,5,48,0
5,28,22,5,40,0
5,28,23,5,37,0
5,29,0,6,31,0
5,29,1,6,26,0
5,29,2,6,28,0
5,29,3,6,23,0
5,29,4,6,22,0
5,29,5,6,24,0
5,29,6,6,24,0
5,29,7,6,24,33.675064
5,29,8,6,25,68.798485
5,29,9,6,24,99.111961
5,29,10,6,25,122.90536
5,29,11,6,26,140.04039
5,29,12,6,25,147.69601
5,29,13,6,25,148.78488
5,29,14,6,27,119.50692
5,29,15,6,25,104.79131
5,29,16,6,26,82.078934
5,29,17,6,25,62.730541
5,29,18,6,26,27.376911
5,29,19,6,26,8.1268997
5,29,20,6,26,0
5,29,21,6,25,0
5,29,22,6,25,0
5,29,23,6,25,0
5,30,0,7,25,0
5,30,1,7,24,0
5,30,2,7,24,0
5,30,3,7,23,0
5,30,4,7,23,0
5,30,5,7,23,0
5,30,6,7,26,6.3045354
5,30,7,7,24,34.164677
5,30,8,7,25,69.477364
5,30,9,7,24,99.108932
5,30,10,7,24,123.20421
5,30,11,7,25,139.68405
5,30,12,7,25,148.07904
5,30,13,7,25,147.27798
5,30,14,7,26,137.9819
5,30,15,7,26,119.82977
5,30,16,7,26,94.255386
5,30,17,7,25,61.95433
5,30,18,7,26,27.182283
5,30,19,7,25,5.8393674
5,30,20,7,26,0
5,30,21,7,24,0
5,30,22,7,25,0
5,30,23,7,26,0
5,31,0,1,24,0
5,31,1,1,24,0
5,31,2,1,24,0
5,31,3,1,23,0
5,31,4,1,22,0
5,31,5,1,28,0
5,31,6,1,46,7.9223061
5,31,7,1,51,32.796989
5,31,8,1,102,67.627991
5,31,9,1,130,97.504539
5,31,10,1,122,121.12714
5,31,11,1,132,137.36739
5,31,12,1,143,144.93924
5,31,13,1,165,144.31474
5,31,14,1,148,135.07108
5,31,15,1,131,117.44165
5,31,16,1,87,94.00927
5,31,17,1,79,62.311184
5,31,18,1,67,26.820301
5,31,19,1,56,6.1102786
5,31,20,1,46,0
5,31,21,1,55,0
5,31,22,1,48,0
5,31,23,1,42,0
6,1,0,2,33,0
6,1,1,2,28,0
6,1,2,2,25,0
6,1,3,2,25,0
6,1,4,2,26,0
6,1,5,2,28,0
6,1,6,2,46,5.6265507
6,1,7,2,49,39.23344
6,1,8,2,90,79.989258
6,1,9,2,124,111.87847
6,1,10,2,114,136.39911
6,1,11,2,139,153.34116
6,1,12,2,141,162.19321
6,1,13,2,160,160.67688
6,1,14,2,140,150.34834
6,1,15,2,138,131.28723
6,1,16,2,77,103.84953
6,1,17,2,70,68.402534
6,1,18,2,70,28.354511
6,1,19,2,61,8.2582474
6,1,20,2,51,0
6,1,21,2,56,0
6,1,22,2,46,0
6,1,23,2,38,0
6,2,0,3,30,0
6,2,1,3,25,0
6,2,2,3,22,0
6,2,3,3,22,0
6,2,4,3,23,0
6,2,5,3,25,0
6,2,6,3,45,1.846406
6,2,7,3,50,23.870676
6,2,8,3,93,54.217167
6,2,9,3,119,81.291878
6,2,10,3,116,105.36071
6,2,11,3,149,114.60104
6,2,12,3,149,152.57947
6,2,13,3,167,154.21411
6,2,14,3,138,145.92628
6,2,15,3,128,128.27341
6,2,16,3,78,101.6633
6,2,17,3,69,66.983574
6,2,18,3,55,28.346489
6,2,19,3,46,5.3336401
6,2,20,3,52,0
6,2,21,3,68,0
6,2,22,3,58,0
6,2,23,3,40,0
6,3,0,4,34,0
6,3,1,4,27,0
6,3,2,4,29,0
6,3,3,4,26,0
6,3,4,4,26,0
6,3,5,4,29,0
6,3,6,4,47,5.7446318
6,3,7,4,55,38.984104
6,3,8,4,101,79.428543
6,3,9,4,130,111.3625
6,3,10,4,145,136.04642
6,3,11,4,132,152.13846
6,3,12,4,148,160.46408
6,3,13,4,181,159.03401
6,3,14,4,143,149.09224
6,3,15,4,136,129.96771
6,3,16,4,73,102.33765
6,3,17,4,65,67.555359
6,3,18,4,55,28.521353
6,3,19,4,51,5.308145
6,3,20,4,48,0
6,3,21,4,56,0
6,3,22,4,47,0
6,3,23,4,40,0
6,4,0,5,31,0
6,4,1,5,26,0
6,4,2,5,23,0
6,4,3,5,23,0
6,4,4,5,22,0
6,4,5,5,27,0
6,4,6,5,41,6.0929856
6,4,7,5,60,37.266769
6,4,8,5,106,76.218307
6,4,9,5,131,105.65649
6,4,10,5,128,129.20604
6,4,11,5,158,146.39706
6,4,12,5,145,155.53401
6,4,13,5,169,155.37364
6,4,14,5,148,145.57646
6,4,15,5,133,127.26842
6,4,16,5,76,73.401474
6,4,17,5,68,67.051537
6,4,18,5,67,28.910141
6,4,19,5,63,5.6717968
6,4,20,5,53,0
6,4,21,5,55,0
6,4,22,5,49,0
6,4,23,5,43,0
6,5,0,6,33,0
6,5,1,6,29,0
6,5,2,6,25,0
6,5,3,6,26,0
6,5,4,6,30,0
6,5,5,6,27,0
6,5,6,6,27,6.6539121
6,5,7,6,26,35.418934
6,5,8,6,28,72.164726
6,5,9,6,28,102.26021
6,5,10,6,29,127.03158
6,5,11,6,30,143.79285
6,5,12,6,29,152.69031
6,5,13,6,28,152.9614
6,5,14,6,29,143.78072
6,5,15,6,28,126.08782
6,5,16,6,32,99.789925
6,5,17,6,33,34.434727
6,5,18,6,26,2.6814828
6,5,19,6,25,5.9143338
6,5,20,6,26,0
6,5,21,6,26,0
6,5,22,6,25,0
6,5,23,6,25,0
6,6,0,7,26,0
6,6,1,7,24,0
6,6,2,7,23,0
6,6,3,7,24,0
6,6,4,7,23,0
6,6,5,7,24,0
6,6,6,7,23,6.4611363
6,6,7,7,25,35.732635
6,6,8,7,24,73.000351
6,6,9,7,25,103.88529
6,6,10,7,24,127.48044
6,6,11,7,25,144.59267
6,6,12,7,26,153.51961
6,6,13,7,26,153.8833
6,6,14,7,26,144.31175
6,6,15,7,27,126.63739
6,6,16,7,26,100.86314
6,6,17,7,25,67.329201
6,6,18,7,26,28.914225
6,6,19,7,26,5.4091711
6,6,20,7,26,0
6,6,21,7,25,0
6,6,22,7,24,0
6,6,23,7,26,0
6,7,0,1,24,0
6,7,1,1,24,0
6,7,2,1,22,0
6,7,3,1,24,0
6,7,4,1,24,0
6,7,5,1,26,0
6,7,6,1,42,6.1787281
6,7,7,1,59,35.982208
6,7,8,1,116,73.812325
6,7,9,1,130,104.33568
6,7,10,1,121,128.17442
6,7,11,1,135,144.77216
6,7,12,1,151,153.34406
6,7,13,1,176,152.69951
6,7,14,1,130,122.07852
6,7,15,1,139,105.30324
6,7,16,1,85,81.77977
6,7,17,1,82,56.385029
6,7,18,1,75,29.253857
6,7,19,1,67,6.8110733
6,7,20,1,65,0
6,7,21,1,62,0
6,7,22,1,54,0
6,7,23,1,40,0
6,8,0,2,33,0
6,8,1,2,28,0
6,8,2,2,25,0
6,8,3,2,25,0
6,8,4,2,26,0
6,8,5,2,29,0
6,8,6,2,46,0
6,8,7,2,51,33.913319
6,8,8,2,109,69.758011
6,8,9,2,121,100.81626
6,8,10,2,123,125.68934
6,8,11,2,146,142.4622
6,8,12,2,165,150.37346
6,8,13,2,185,149.916
6,8,14,2,146,140.23167
6,8,15,2,141,95.097672
6,8,16,2,86,97.399765
6,8,17,2,79,45.888866
6,8,18,2,71,23.024961
6,8,19,2,60,6.9408064
6,8,20,2,51,0
6,8,21,2,65,0
6,8,22,2,50,0
6,8,23,2,41,0
6,9,0,3,31,0
6,9,1,3,27,0
6,9,2,3,24,0
6,9,3,3,23,0
6,9,4,3,24,0
6,9,5,3,27,0
6,9,6,3,46,0
6,9,7,3,47,33.936512
6,9,8,3,117,69.707466
6,9,9,3,140,100.06158
6,9,10,3,145,102.62411
6,9,11,3,167,116.91241
6,9,12,3,161,124.66261
6,9,13,3,192,120.29401
6,9,14,3,153,106.76909
6,9,15,3,144,121.26089
6,9,16,3,92,95.894852
6,9,17,3,81,52.916176
6,9,18,3,69,13.942788
6,9,19,3,57,0
6,9,20,3,55,0
6,9,21,3,63,0
6,9,22,3,63,0
6,9,23,3,43,0
6,10,0,4,33,0
6,10,1,4,28,0
6,10,2,4,25,0
6,10,3,4,25,0
6,10,4,4,25,0
6,10,5,4,28,0
6,10,6,4,49,0
6,10,7,4,57,7.5063491
6,10,8,4,111,7.9239888
6,10,9,4,115,19.428965
6,10,10,4,118,41.086819
6,10,11,4,146,14.697403
6,10,12,4,156,10.711122
6,10,13,4,195,102.13597
6,10,14,4,158,136.92706
6,10,15,4,163,119.31529
6,10,16,4,109,94.089783
6,10,17,4,110,63.176605
6,10,18,4,102,29.809498
6,10,19,4,89,7.8546028
6,10,20,4,58,0
6,10,21,4,64,0
6,10,22,4,54,0
6,10,23,4,44,0
6,11,0,5,36,0
6,11,1,5,31,0
6,11,2,5,29,0
6,11,3,5,28,0
6,11,4,5,27,0
6,11,5,5,31,0
6,11,6,5,46,7.0930037
6,11,7,5,57,34.023621
6,11,8,5,119,70.061172
6,11,9,5,121,100.70396
6,11,10,5,131,124.52478
6,11,11,5,171,141.50035
6,11,12,5,169,150.25882
6,11,13,5,187,150.74025
6,11,14,5,187,141.66705
6,11,15,5,172,124.47313
6,11,16,5,113,98.98912
6,11,17,5,86,66.540352
6,11,18,5,77,29.482353
6,11,19,5,63,5.7306519
6,11,20,5,53,0
6,11,21,5,53,0
6,11,22,5,49,0
6,11,23,5,43,0
6,12,0,6,32,0
6,12,1,6,28,0
6,12,2,6,26,0
6,12,3,6,25,0
6,12,4,6,25,0
6,12,5,6,25,0
6,12,6,6,26,6.6632309
6,12,7,6,27,35.61087
6,12,8,6,27,73.400558
6,12,9,6,29,105.03602
6,12,10,6,30,129.83824
6,12,11,6,30,146.89755
6,12,12,6,26,154.98366
6,12,13,6,27,154.94743
6,12,14,6,28,145.26483
6,12,15,6,27,127.70087
6,12,16,6,26,102.17937
6,12,17,6,27,69.249107
6,12,18,6,26,30.192331
6,12,19,6,26,5.8083749
6,12,20,6,27,0
6,12,21,6,25,0
6,12,22,6,27,0
6,12,23,6,25,0
6,13,0,7,24,0
6,13,1,7,24,0
6,13,2,7,25,0
6,13,3,7,23,0
6,13,4,7,23,0
6,13,5,7,24,0
6,13,6,7,24,0
6,13,7,7,25,9.9917479
6,13,8,7,25,40.876915
6,13,9,7,26,64.961197
6,13,10,7,26,93.35965
6,13,11,7,26,146.12701
6,13,12,7,26,154.02748
6,13,13,7,27,153.34676
6,13,14,7,28,143.97115
6,13,15,7,27,126.70153
6,13,16,7,26,101.01878
6,13,17,7,27,68.235992
6,13,18,7,27,30.385326
6,13,19,7,27,6.0732927
6,13,20,7,26,0
6,13,21,7,26,0
6,13,22,7,26,0
6,13,23,7,26,0
6,14,0,1,25,0
6,14,1,1,24,0
6,14,2,1,25,0
6,14,3,1,23,0
6,14,4,1,24,0
6,14,5,1,32,0
6,14,6,1,55,7.0422931
6,14,7,1,63,14.829109
6,14,8,1,137,73.77227
6,14,9,1,146,105.9259
6,14,10,1,147,131.38953
6,14,11,1,174,148.45789
6,14,12,1,180,156.992
6,14,13,1,206,124.47752
6,14,14,1,202,122.67097
6,14,15,1,194,129.17516
6,14,16,1,137,102.34055
6,14,17,1,117,68.615814
6,14,18,1,87,30.938871
6,14,19,1,60,8.1037998
6,14,20,1,51,0
6,14,21,1,52,0
6,14,22,1,51,0
6,14,23,1,45,0
6,15,0,2,38,0
6,15,1,2,32,0
6,15,2,2,28,0
6,15,3,2,32,0
6,15,4,2,27,0
6,15,5,2,36,0
6,15,6,2,50,3.5515258
6,15,7,2,63,11.366629
6,15,8,2,134,33.535313
6,15,9,2,146,70.904488
6,15,10,2,151,90.534294
6,15,11,2,158,128.94008
6,15,12,2,182,138.74005
6,15,13,2,202,122.34311
6,15,14,2,203,107.19382
6,15,15,2,181,101.08337
6,15,16,2,139,71.016907
6,15,17,2,111,57.437771
6,15,18,2,83,26.126337
6,15,19,2,64,.494589
6,15,20,2,59,0
6,15,21,2,69,0
6,15,22,2,58,0
6,15,23,2,45,0
6,16,0,3,35,0
6,16,1,3,30,0
6,16,2,3,27,0
6,16,3,3,30,0
6,16,4,3,26,0
6,16,5,3,36,0
6,16,6,3,57,6.3835011
6,16,7,3,67,27.832832
6,16,8,3,143,56.367001
6,16,9,3,144,84.026863
6,16,10,3,155,107.84579
6,16,11,3,176,3.71927
6,16,12,3,171,22.113266
6,16,13,3,196,19.738026
6,16,14,3,188,89.735474
6,16,15,3,171,79.295845
6,16,16,3,124,62.871666
6,16,17,3,107,60.249088
6,16,18,3,78,24.687773
6,16,19,3,63,1.022094
6,16,20,3,56,0
6,16,21,3,69,0
6,16,22,3,61,0
6,16,23,3,41,0
6,17,0,4,35,0
6,17,1,4,29,0
6,17,2,4,25,0
6,17,3,4,25,0
6,17,4,4,25,0
6,17,5,4,33,0
6,17,6,4,46,8.2534962
6,17,7,4,58,32.029602
6,17,8,4,138,65.278305
6,17,9,4,151,94.851891
6,17,10,4,155,117.73946
6,17,11,4,161,133.80191
6,17,12,4,169,142.24413
6,17,13,4,175,141.96474
6,17,14,4,180,133.35429
6,17,15,4,174,116.92804
6,17,16,4,128,93.235397
6,17,17,4,102,63.382343
6,17,18,4,87,30.802797
6,17,19,4,72,8.616436
6,17,20,4,65,0
6,17,21,4,74,0
6,17,22,4,56,0
6,17,23,4,46,0
6,18,0,5,39,0
6,18,1,5,34,0
6,18,2,5,30,0
6,18,3,5,30,0
6,18,4,5,30,0
6,18,5,5,33,0
6,18,6,5,44,7.9044771
6,18,7,5,56,32.080391
6,18,8,5,105,65.096497
6,18,9,5,122,94.609734
6,18,10,5,135,97.40152
6,18,11,5,158,91.454178
6,18,12,5,163,142.6385
6,18,13,5,198,140.12396
6,18,14,5,196,105.21943
6,18,15,5,186,114.83836
6,18,16,5,112,91.546799
6,18,17,5,89,62.760422
6,18,18,5,74,31.227077
6,18,19,5,60,8.9895115
6,18,20,5,57,0
6,18,21,5,57,0
6,18,22,5,49,0
6,18,23,5,40,0
6,19,0,6,35,0
6,19,1,6,32,0
6,19,2,6,29,0
6,19,3,6,29,0
6,19,4,6,28,0
6,19,5,6,29,0
6,19,6,6,30,7.6766648
6,19,7,6,30,30.09449
6,19,8,6,30,60.0093
6,19,9,6,31,87.89872
6,19,10,6,32,108.37922
6,19,11,6,32,116.2868
6,19,12,6,33,124.52747
6,19,13,6,33,125.90484
6,19,14,6,32,116.45348
6,19,15,6,33,101.05553
6,19,16,6,32,82.673653
6,19,17,6,32,60.284019
6,19,18,6,31,33.466476
6,19,19,6,31,9.3953753
6,19,20,6,32,0
6,19,21,6,31,0
6,19,22,6,32,0
6,19,23,6,31,0
6,20,0,7,31,0
6,20,1,7,30,0
6,20,2,7,28,0
6,20,3,7,29,0
6,20,4,7,28,0
6,20,5,7,29,0
6,20,6,7,29,2.9255049
6,20,7,7,30,9.7931538
6,20,8,7,30,19.453712
6,20,9,7,30,23.160696
6,20,10,7,30,31.917921
6,20,11,7,31,53.993069
6,20,12,7,31,73.144653
6,20,13,7,31,58.138298
6,20,14,7,32,48.993908
6,20,15,7,32,45.232956
6,20,16,7,33,10.702404
6,20,17,7,34,18.393044
6,20,18,7,33,14.044064
6,20,19,7,32,7.5210371
6,20,20,7,33,0
6,20,21,7,31,0
6,20,22,7,32,0
6,20,23,7,31,0
6,21,0,1,30,0
6,21,1,1,30,0
6,21,2,1,28,0
6,21,3,1,28,0
6,21,4,1,29,0
6,21,5,1,34,0
6,21,6,1,54,0
6,21,7,1,60,28.768764
6,21,8,1,134,58.306744
6,21,9,1,124,86.929977
6,21,10,1,145,114.13766
6,21,11,1,179,130.41974
6,21,12,1,186,138.71022
6,21,13,1,207,140.09978
6,21,14,1,206,113.79835
6,21,15,1,187,93.239868
6,21,16,1,133,69.495888
6,21,17,1,115,62.628105
6,21,18,1,90,30.427656
6,21,19,1,64,8.1851749
6,21,20,1,53,0
6,21,21,1,53,0
6,21,22,1,48,0
6,21,23,1,44,0
6,22,0,2,37,0
6,22,1,2,33,0
6,22,2,2,28,0
6,22,3,2,35,0
6,22,4,2,30,0
6,22,5,2,36,0
6,22,6,2,58,9.5635014
6,22,7,2,67,20.897863
6,22,8,2,141,66.923347
6,22,9,2,140,96.561188
6,22,10,2,136,120.33419
6,22,11,2,154,113.59171
6,22,12,2,154,117.45316
6,22,13,2,187,99.539482
6,22,14,2,171,41.09507
6,22,15,2,155,83.270958
6,22,16,2,99,92.154404
6,22,17,2,81,62.71534
6,22,18,2,71,30.627838
6,22,19,2,56,8.5799141
6,22,20,2,53,0
6,22,21,2,67,0
6,22,22,2,55,0
6,22,23,2,43,0
6,23,0,3,36,0
6,23,1,3,32,0
6,23,2,3,27,0
6,23,3,3,28,0
6,23,4,3,28,0
6,23,5,3,31,0
6,23,6,3,41,7.0780649
6,23,7,3,41,30.681927
6,23,8,3,65,64.170029
6,23,9,3,76,93.803093
6,23,10,3,98,114.14331
6,23,11,3,92,130.78571
6,23,12,3,98,139.49846
6,23,13,3,86,141.82431
6,23,14,3,69,134.38974
6,23,15,3,69,117.66851
6,23,16,3,71,94.35022
6,23,17,3,60,64.609352
6,23,18,3,52,28.980799
6,23,19,3,32,10.416853
6,23,20,3,31,0
6,23,21,3,33,0
6,23,22,3,35,0
6,23,23,3,35,0
6,24,0,4,34,0
6,24,1,4,31,0
6,24,2,4,28,0
6,24,3,4,27,0
6,24,4,4,27,0
6,24,5,4,29,0
6,24,6,4,32,0
6,24,7,4,33,20.77133
6,24,8,4,46,38.701488
6,24,9,4,44,89.09156
6,24,10,4,38,114.31123
6,24,11,4,29,131.82848
6,24,12,4,30,140.72757
6,24,13,4,29,145.30089
6,24,14,4,28,136.85535
6,24,15,4,29,120.10168
6,24,16,4,28,95.825043
6,24,17,4,28,53.675426
6,24,18,4,29,27.643507
6,24,19,4,28,7.1223512
6,24,20,4,28,0
6,24,21,4,30,0
6,24,22,4,31,0
6,24,23,4,31,0
6,25,0,5,32,0
6,25,1,5,28,0
6,25,2,5,25,0
6,25,3,5,27,0
6,25,4,5,25,0
6,25,5,5,28,0
6,25,6,5,37,7.243156
6,25,7,5,43,30.885399
6,25,8,5,40,63.888573
6,25,9,5,41,93.771271
6,25,10,5,37,117.06128
6,25,11,5,37,133.98488
6,25,12,5,37,143.88979
6,25,13,5,38,142.55652
6,25,14,5,32,134.48364
6,25,15,5,31,118.47687
6,25,16,5,29,95.100861
6,25,17,5,29,65.080345
6,25,18,5,28,30.83053
6,25,19,5,28,7.651001
6,25,20,5,27,0
6,25,21,5,29,0
6,25,22,5,31,0
6,25,23,5,31,0
6,26,0,6,30,0
6,26,1,6,28,0
6,26,2,6,24,0
6,26,3,6,25,0
6,26,4,6,24,0
6,26,5,6,25,0
6,26,6,6,25,6.360064
6,26,7,6,27,31.684639
6,26,8,6,26,67.086983
6,26,9,6,27,97.512077
6,26,10,6,28,121.77202
6,26,11,6,27,138.93071
6,26,12,6,28,147.96797
6,26,13,6,29,145.47044
6,26,14,6,27,136.69429
6,26,15,6,28,119.92522
6,26,16,6,28,97.305908
6,26,17,6,28,66.187355
6,26,18,6,27,30.826225
6,26,19,6,27,7.2911267
6,26,20,6,27,0
6,26,21,6,27,0
6,26,22,6,26,0
6,26,23,6,26,0
6,27,0,7,26,0
6,27,1,7,26,0
6,27,2,7,24,0
6,27,3,7,24,0
6,27,4,7,24,0
6,27,5,7,26,0
6,27,6,7,26,6.9674621
6,27,7,7,26,30.80035
6,27,8,7,26,64.202065
6,27,9,7,27,55.383968
6,27,10,7,26,88.26371
6,27,11,7,28,100.82803
6,27,12,7,28,137.82645
6,27,13,7,28,134.22316
6,27,14,7,28,50.10849
6,27,15,7,28,97.977295
6,27,16,7,28,60.532005
6,27,17,7,28,55.425167
6,27,18,7,28,31.652119
6,27,19,7,29,9.6996346
6,27,20,7,27,0
6,27,21,7,27,0
6,27,22,7,26,0
6,27,23,7,27,0
6,28,0,1,26,0
6,28,1,1,26,0
6,28,2,1,25,0
6,28,3,1,24,0
6,28,4,1,25,0
6,28,5,1,30,0
6,28,6,1,41,7.0240431
6,28,7,1,50,28.980457
6,28,8,1,106,59.550808
6,28,9,1,102,44.073792
6,28,10,1,109,77.001732
6,28,11,1,122,43.323158
6,28,12,1,146,85.235809
6,28,13,1,137,89.88884
6,28,14,1,166,128.37395
6,28,15,1,189,112.85885
6,28,16,1,179,68.191292
6,28,17,1,98,48.348492
6,28,18,1,64,27.61974
6,28,19,1,59,7.2828808
6,28,20,1,50,0
6,28,21,1,46,0
6,28,22,1,45,0
6,28,23,1,45,0
6,29,0,2,38,0
6,29,1,2,34,0
6,29,2,2,30,0
6,29,3,2,30,0
6,29,4,2,30,0
6,29,5,2,31,0
6,29,6,2,31,5.9246879
6,29,7,2,49,30.394846
6,29,8,2,70,64.863701
6,29,9,2,66,94.757446
6,29,10,2,78,118.69689
6,29,11,2,97,135.53102
6,29,12,2,96,144.33745
6,29,13,2,85,144.6008
6,29,14,2,116,137.52461
6,29,15,2,73,121.25065
6,29,16,2,60,96.998306
6,29,17,2,41,65.828415
6,29,18,2,35,30.705164
6,29,19,2,32,9.8118248
6,29,20,2,33,0
6,29,21,2,34,0
6,29,22,2,36,0
6,29,23,2,36,0
6,30,0,3,35,0
6,30,1,3,33,0
6,30,2,3,30,0
6,30,3,3,29,0
6,30,4,3,30,0
6,30,5,3,30,0
6,30,6,3,43,5.8891711
6,30,7,3,62,30.171696
6,30,8,3,101,64.286476
6,30,9,3,116,93.877731
6,30,10,3,125,113.63589
6,30,11,3,147,131.08592
6,30,12,3,139,140.19653
6,30,13,3,146,140.87144
6,30,14,3,166,132.24146
6,30,15,3,161,115.66564
6,30,16,3,100,92.076286
6,30,17,3,75,49.581577
6,30,18,3,68,29.666388
6,30,19,3,54,8.1204767
6,30,20,3,46,0
6,30,21,3,48,0
6,30,22,3,53,0
6,30,23,3,51,0
7,1,0,4,46,0
7,1,1,4,35,0
7,1,2,4,31,0
7,1,3,4,29,0
7,1,4,4,30,0
7,1,5,4,29,0
7,1,6,4,45,5.312993
7,1,7,4,65,30.329487
7,1,8,4,97,64.427238
7,1,9,4,106,93.906479
7,1,10,4,104,117.19734
7,1,11,4,139,133.67584
7,1,12,4,137,142.21286
7,1,13,4,159,142.76045
7,1,14,4,180,135.25832
7,1,15,4,161,119.67099
7,1,16,4,107,96.184998
7,1,17,4,60,65.885277
7,1,18,4,49,29.654242
7,1,19,4,41,8.9785147
7,1,20,4,43,0
7,1,21,4,47,0
7,1,22,4,44,0
7,1,23,4,37,0
7,2,0,5,33,0
7,2,1,5,30,0
7,2,2,5,30,0
7,2,3,5,26,0
7,2,4,5,25,0
7,2,5,5,27,0
7,2,6,5,40,5.813333
7,2,7,5,62,30.463036
7,2,8,5,85,56.161556
7,2,9,5,101,76.501648
7,2,10,5,116,119.22407
7,2,11,5,142,117.85663
7,2,12,5,157,114.99667
7,2,13,5,178,66.683083
7,2,14,5,170,136.81007
7,2,15,5,163,120.17242
7,2,16,5,91,78.542946
7,2,17,5,50,55.694443
7,2,18,5,45,30.841261
7,2,19,5,37,7.1527233
7,2,20,5,33,0
7,2,21,5,34,0
7,2,22,5,40,0
7,2,23,5,40,0
7,3,0,6,31,0
7,3,1,6,30,0
7,3,2,6,29,0
7,3,3,6,27,0
7,3,4,6,25,0
